state,county,primary_city,zip,address,phone,mailing,fax
IA,Jones County,Wyoming,52362,500 W. Main Anamosa IA 52205,319-462-2282,500 W. Main Anamosa IA 52205,319-462-5815
IA,Linn County,Cedar Rapids,52401,935 2nd St. SW Cedar Rapids IA 52404,319-892-5300,935 2nd St. SW Cedar Rapids IA 52404,319-892-5359
IA,Linn County,Cedar Rapids,52402,935 2nd St. SW Cedar Rapids IA 52404,319-892-5300,935 2nd St. SW Cedar Rapids IA 52404,319-892-5359
IA,Linn County,Cedar Rapids,52403,935 2nd St. SW Cedar Rapids IA 52404,319-892-5300,935 2nd St. SW Cedar Rapids IA 52404,319-892-5359
IA,Linn County,Cedar Rapids,52404,935 2nd St. SW Cedar Rapids IA 52404,319-892-5300,935 2nd St. SW Cedar Rapids IA 52404,319-892-5359
IA,Linn County,Cedar Rapids,52405,935 2nd St. SW Cedar Rapids IA 52404,319-892-5300,935 2nd St. SW Cedar Rapids IA 52404,319-892-5359
IA,Linn County,Cedar Rapids,52411,935 2nd St. SW Cedar Rapids IA 52404,319-892-5300,935 2nd St. SW Cedar Rapids IA 52404,319-892-5359
IA,Wapello County,Ottumwa,52501,101 W. 4th Ottumwa IA 52501,641-683-0020,101 W. 4th Ottumwa IA 52501,641-683-0053
IA,Wapello County,Agency,52530,101 W. 4th Ottumwa IA 52501,641-683-0020,101 W. 4th Ottumwa IA 52501,641-683-0053
IA,Monroe County,Albia,52531,10 Benton Avenue E Albia IA 52531,641-932-2865,10 Benton Avenue E Albia IA 52531,641-932-5905
IA,Jefferson County,Batavia,52533,51 E. Briggs Fairfield IA 52556,641-472-2840,51 E. Briggs Fairfield IA 52556,641-472-2597
IA,Mahaska County,Beacon,52534,106 S. 1st Street Oskaloosa IA 52577,641-673-7148,106 S. 1st Street Oskaloosa IA 52577,641-673-8979
IA,Van Buren County,Birmingham,52535,406 Dodge Street Keosauqua IA 52565,319-293-3129,406 Dodge Street Keosauqua IA 52565,319-293-6404
IA,Wapello County,Blakesburg,52536,101 W. 4th Ottumwa IA 52501,641-683-0020,101 W. 4th Ottumwa IA 52501,641-683-0053
IA,Davis County,Bloomfield,52537,100 Courthouse Square Ste. 2 Bloomfield IA 52537,641-664-2101,100 Courthouse Square Ste. 2 Bloomfield IA 52537,641-664-1395
IA,Davis County,West Grove,52538,100 Courthouse Square Ste. 2 Bloomfield IA 52537,641-664-2101,100 Courthouse Square Ste. 2 Bloomfield IA 52537,641-664-1395
IA,Washington County,Brighton,52540,222 W. Main Street Washington IA 52353,319-653-7715,222 W. Main Street Washington IA 52353,319-653-7788
IA,Van Buren County,Cantril,52542,406 Dodge Street Keosauqua IA 52565,319-293-3129,406 Dodge Street Keosauqua IA 52565,319-293-6404
IA,Mahaska County,Cedar,52543,106 S. 1st Street Oskaloosa IA 52577,641-673-7148,106 S. 1st Street Oskaloosa IA 52577,641-673-8979
IA,Appanoose County,Centerville,52544,201 N. 12th Street Centerville IA 52544,641-856-6191,201 N. 12th Street Centerville IA 52544,641-856-8023
IA,Wapello County,Chillicothe,52548,101 W. 4th Ottumwa IA 52501,641-683-0020,101 W. 4th Ottumwa IA 52501,641-683-0053
IA,Appanoose County,Cincinnati,52549,201 N. 12th Street Centerville IA 52544,641-856-6191,201 N. 12th Street Centerville IA 52544,641-856-8023
IA,Keokuk County,Delta,52550,101 S. Main Sigourney IA 52591,641-622-2320,101 S. Main Sigourney IA 52591,641-622-2286
IA,Van Buren County,Douds,52551,406 Dodge Street Keosauqua IA 52565,319-293-3129,406 Dodge Street Keosauqua IA 52565,319-293-6404
IA,Davis County,Drakesville,52552,100 Courthouse Square Ste. 2 Bloomfield IA 52537,641-664-2101,100 Courthouse Square Ste. 2 Bloomfield IA 52537,641-664-1395
IA,Wapello County,Eddyville,52553,101 W. 4th Ottumwa IA 52501,641-683-0020,101 W. 4th Ottumwa IA 52501,641-683-0053
IA,Wapello County,Eldon,52554,101 W. 4th Ottumwa IA 52501,641-683-0020,101 W. 4th Ottumwa IA 52501,641-683-0053
IA,Appanoose County,Exline,52555,201 N. 12th Street Centerville IA 52544,641-856-6191,201 N. 12th Street Centerville IA 52544,641-856-8023
IA,Jefferson County,Fairfield,52556,51 E. Briggs Fairfield IA 52556,641-472-2840,51 E. Briggs Fairfield IA 52556,641-472-2597
IA,Davis County,Floris,52560,100 Courthouse Square Ste. 2 Bloomfield IA 52537,641-664-2101,100 Courthouse Square Ste. 2 Bloomfield IA 52537,641-664-1395
IA,Mahaska County,Fremont,52561,106 S. 1st Street Oskaloosa IA 52577,641-673-7148,106 S. 1st Street Oskaloosa IA 52577,641-673-8979
IA,Keokuk County,Hedrick,52563,101 S. Main Sigourney IA 52591,641-622-2320,101 S. Main Sigourney IA 52591,641-622-2286
IA,Van Buren County,Keosauqua,52565,406 Dodge Street Keosauqua IA 52565,319-293-3129,406 Dodge Street Keosauqua IA 52565,319-293-6404
IA,Wapello County,Kirkville,52566,101 W. 4th Ottumwa IA 52501,641-683-0020,101 W. 4th Ottumwa IA 52501,641-683-0053
IA,Jefferson County,Libertyville,52567,51 E. Briggs Fairfield IA 52556,641-472-2840,51 E. Briggs Fairfield IA 52556,641-472-2597
IA,Monroe County,Melrose,52569,10 Benton Avenue E Albia IA 52531,641-932-2865,10 Benton Avenue E Albia IA 52531,641-932-5905
IA,Van Buren County,Milton,52570,406 Dodge Street Keosauqua IA 52565,319-293-3129,406 Dodge Street Keosauqua IA 52565,319-293-6404
IA,Appanoose County,Moravia,52571,201 N. 12th Street Centerville IA 52544,641-856-6191,201 N. 12th Street Centerville IA 52544,641-856-8023
IA,Appanoose County,Moulton,52572,201 N. 12th Street Centerville IA 52544,641-856-6191,201 N. 12th Street Centerville IA 52544,641-856-8023
IA,Van Buren County,Mount Sterling,52573,406 Dodge Street Keosauqua IA 52565,319-293-3129,406 Dodge Street Keosauqua IA 52565,319-293-6404
IA,Appanoose County,Mystic,52574,201 N. 12th Street Centerville IA 52544,641-856-6191,201 N. 12th Street Centerville IA 52544,641-856-8023
IA,Keokuk County,Ollie,52576,101 S. Main Sigourney IA 52591,641-622-2320,101 S. Main Sigourney IA 52591,641-622-2286
IA,Mahaska County,Oskaloosa,52577,106 S. 1st Street Oskaloosa IA 52577,641-673-7148,106 S. 1st Street Oskaloosa IA 52577,641-673-8979
IA,Jefferson County,Packwood,52580,51 E. Briggs Fairfield IA 52556,641-472-2840,51 E. Briggs Fairfield IA 52556,641-472-2597
IA,Appanoose County,Plano,52581,201 N. 12th Street Centerville IA 52544,641-856-6191,201 N. 12th Street Centerville IA 52544,641-856-8023
IA,Wayne County,Promise City,52583,100 N. Lafayette St. Corydon IA 50060,641-872-2242,100 N. Lafayette St. Corydon IA 50060,641-872-2843
IA,Davis County,Pulaski,52584,100 Courthouse Square Ste. 2 Bloomfield IA 52537,641-664-2101,100 Courthouse Square Ste. 2 Bloomfield IA 52537,641-664-1395
IA,Keokuk County,Richland,52585,101 S. Main Sigourney IA 52591,641-622-2320,101 S. Main Sigourney IA 52591,641-622-2286
IA,Mahaska County,Rose Hill,52586,106 S. 1st Street Oskaloosa IA 52577,641-673-7148,106 S. 1st Street Oskaloosa IA 52577,641-673-8979
IA,Van Buren County,Selma,52588,406 Dodge Street Keosauqua IA 52565,319-293-3129,406 Dodge Street Keosauqua IA 52565,319-293-6404
IA,Wayne County,Seymour,52590,100 N. Lafayette St. Corydon IA 50060,641-872-2242,100 N. Lafayette St. Corydon IA 50060,641-872-2843
IA,Keokuk County,Sigourney,52591,101 S. Main Sigourney IA 52591,641-622-2320,101 S. Main Sigourney IA 52591,641-622-2286
IA,Appanoose County,Udell,52593,201 N. 12th Street Centerville IA 52544,641-856-6191,201 N. 12th Street Centerville IA 52544,641-856-8023
IA,Appanoose County,Unionville,52594,201 N. 12th Street Centerville IA 52544,641-856-6191,201 N. 12th Street Centerville IA 52544,641-856-8023
IA,Des Moines County,Burlington,52601,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8232,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8227
IA,Lee County,Argyle,52619,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-3705,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-7033
IA,Van Buren County,Bonaparte,52620,406 Dodge Street Keosauqua IA 52565,319-293-3129,406 Dodge Street Keosauqua IA 52565,319-293-6404
IA,Washington County,Crawfordsville,52621,222 W. Main Street Washington IA 52353,319-653-7715,222 W. Main Street Washington IA 52353,319-653-7788
IA,Des Moines County,Danville,52623,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8232,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8227
IA,Lee County,Donnellson,52625,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-3705,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-7033
IA,Van Buren County,Farmington,52626,406 Dodge Street Keosauqua IA 52565,319-293-3129,406 Dodge Street Keosauqua IA 52565,319-293-6404
IA,Lee County,Fort Madison,52627,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-3705,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-7033
IA,Henry County,Hillsboro,52630,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-0756,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-3601
IA,Lee County,Keokuk,52632,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-3705,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-7033
IA,Jefferson County,Lockridge,52635,51 E. Briggs Fairfield IA 52556,641-472-2840,51 E. Briggs Fairfield IA 52556,641-472-2597
IA,Des Moines County,Mediapolis,52637,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8232,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8227
IA,Des Moines County,Middletown,52638,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8232,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8227
IA,Lee County,Montrose,52639,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-3705,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-7033
IA,Louisa County,Morning Sun,52640,117 S. Main Wapello IA 52653,319-523-3373,117 S. Main Wapello IA 52653,319-523-3713
IA,Henry County,Mount Pleasant,52641,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-0756,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-3601
IA,Henry County,Mount Union,52644,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-0756,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-3601
IA,Henry County,New London,52645,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-0756,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-3601
IA,Louisa County,Oakville,52646,117 S. Main Wapello IA 52653,319-523-3373,117 S. Main Wapello IA 52653,319-523-3713
IA,Henry County,Salem,52649,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-0756,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-3601
IA,Des Moines County,Sperry,52650,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8232,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8227
IA,Van Buren County,Stockport,52651,406 Dodge Street Keosauqua IA 52565,319-293-3129,406 Dodge Street Keosauqua IA 52565,319-293-6404
IA,Louisa County,Wapello,52653,117 S. Main Wapello IA 52653,319-523-3373,117 S. Main Wapello IA 52653,319-523-3713
IA,Henry County,Wayland,52654,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-0756,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-3601
IA,Des Moines County,West Burlington,52655,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8232,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8227
IA,Lee County,West Point,52656,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-3705,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-7033
IA,Lee County,Saint Paul,52657,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-3705,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-7033
IA,Lee County,Wever,52658,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-3705,"County Office Bldg., 933 Avenue H Fort Madison IA 52627",319-372-7033
IA,Henry County,Winfield,52659,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-0756,100 E. Washington St. Ste. 202 Mount Pleasant IA 52641,319-385-3601
IA,Des Moines County,Yarmouth,52660,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8232,"513 N. Main, Suite 203 Burlington IA 52601",319-753-8227
IA,Muscatine County,Atalissa,52720,414 E. 3rd Street Muscatine IA 52761,563-263-5821,414 E. 3rd Street Muscatine IA 52761,563-263-7248
IA,Cedar County,Bennett,52721,400 Cedar Street Tipton IA 52772,563-886-3168,400 Cedar Street Tipton IA 52772,563-886-3339
IA,Scott County,Bettendorf,52722,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Scott County,Blue Grass,52726,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Clinton County,Bryant,52727,1900 N. 3rd Street Clinton IA 52732,563-244-0568,1900 N. 3rd Street Clinton IA 52732,563-243-5869
IA,Clinton County,Calamus,52729,1900 N. 3rd Street Clinton IA 52732,563-244-0568,1900 N. 3rd Street Clinton IA 52732,563-243-5869
IA,Clinton County,Camanche,52730,1900 N. 3rd Street Clinton IA 52732,563-244-0568,1900 N. 3rd Street Clinton IA 52732,563-243-5869
IA,Clinton County,Charlotte,52731,1900 N. 3rd Street Clinton IA 52732,563-244-0568,1900 N. 3rd Street Clinton IA 52732,563-243-5869
IA,Clinton County,Clinton,52732,1900 N. 3rd Street Clinton IA 52732,563-244-0568,1900 N. 3rd Street Clinton IA 52732,563-243-5869
IA,Louisa County,Columbus City,52737,117 S. Main Wapello IA 52653,319-523-3373,117 S. Main Wapello IA 52653,319-523-3713
IA,Louisa County,Columbus Junction,52738,117 S. Main Wapello IA 52653,319-523-3373,117 S. Main Wapello IA 52653,319-523-3713
IA,Muscatine County,Conesville,52739,414 E. 3rd Street Muscatine IA 52761,563-263-5821,414 E. 3rd Street Muscatine IA 52761,563-263-7248
IA,Clinton County,De Witt,52742,1900 N. 3rd Street Clinton IA 52732,563-244-0568,1900 N. 3rd Street Clinton IA 52732,563-243-5869
IA,Scott County,Dixon,52745,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Scott County,Donahue,52746,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Cedar County,Durant,52747,400 Cedar Street Tipton IA 52772,563-886-3168,400 Cedar Street Tipton IA 52772,563-886-3339
IA,Scott County,Eldridge,52748,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Muscatine County,Fruitland,52749,414 E. 3rd Street Muscatine IA 52761,563-263-5821,414 E. 3rd Street Muscatine IA 52761,563-263-7248
IA,Clinton County,Goose Lake,52750,1900 N. 3rd Street Clinton IA 52732,563-244-0568,1900 N. 3rd Street Clinton IA 52732,563-243-5869
IA,Clinton County,Grand Mound,52751,1900 N. 3rd Street Clinton IA 52732,563-244-0568,1900 N. 3rd Street Clinton IA 52732,563-243-5869
IA,Scott County,Le Claire,52753,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Louisa County,Letts,52754,117 S. Main Wapello IA 52653,319-523-3373,117 S. Main Wapello IA 52653,319-523-3713
IA,Johnson County,Lone Tree,52755,"913 S. Dubuque St., Ste. 101 Iowa City IA 52240",319-356-6004,"913 S. Dubuque St., Ste. 101 Iowa City IA 52240",319-356-6086
IA,Scott County,Long Grove,52756,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Muscatine County,Montpelier,52759,414 E. 3rd Street Muscatine IA 52761,563-263-5821,414 E. 3rd Street Muscatine IA 52761,563-263-7248
IA,Muscatine County,Moscow,52760,414 E. 3rd Street Muscatine IA 52761,563-263-5821,414 E. 3rd Street Muscatine IA 52761,563-263-7248
IA,Muscatine County,Muscatine,52761,414 E. 3rd Street Muscatine IA 52761,563-263-5821,414 E. 3rd Street Muscatine IA 52761,563-263-7248
IA,Scott County,New Liberty,52765,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Muscatine County,Nichols,52766,414 E. 3rd Street Muscatine IA 52761,563-263-5821,414 E. 3rd Street Muscatine IA 52761,563-263-7248
IA,Scott County,Princeton,52768,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Muscatine County,Stockton,52769,414 E. 3rd Street Muscatine IA 52761,563-263-5821,414 E. 3rd Street Muscatine IA 52761,563-263-7248
IA,Clinton County,Teeds Grove,52771,1900 N. 3rd Street Clinton IA 52732,563-244-0568,1900 N. 3rd Street Clinton IA 52732,563-243-5869
IA,Cedar County,Tipton,52772,400 Cedar Street Tipton IA 52772,563-886-3168,400 Cedar Street Tipton IA 52772,563-886-3339
IA,Scott County,Walcott,52773,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Muscatine County,West Liberty,52776,414 E. 3rd Street Muscatine IA 52761,563-263-5821,414 E. 3rd Street Muscatine IA 52761,563-263-7248
IA,Clinton County,Wheatland,52777,1900 N. 3rd Street Clinton IA 52732,563-244-0568,1900 N. 3rd Street Clinton IA 52732,563-243-5869
IA,Muscatine County,Wilton,52778,414 E. 3rd Street Muscatine IA 52761,563-263-5821,414 E. 3rd Street Muscatine IA 52761,563-263-7248
IA,Scott County,Davenport,52801,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Scott County,Davenport,52802,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Scott County,Davenport,52803,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Scott County,Davenport,52804,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Scott County,Davenport,52806,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
IA,Scott County,Davenport,52807,600 W 4th St Davenport IA 52801,563-326-8631,600 W 4th St Davenport IA 52801,563-326-8601
